summary,episode,season
"Phoebe offered to give Monica her grandmother's secret cookie recipe – but the recipe was destroyed in the fire. Monica obsessively attempt to recreate it, only to learn that the recipe is for Nestle's Toll House. Rachel tries to teach Joey how to sail, but is soon berating him for his lax attitude. Her overbearing manner makes her realize she is acting like her father. Meanwhile, Chandler's new eyeglasses fog up in the gym steam room, resulting in him accidentally sitting on his future father-in-law's nude lap.",3,7
"Rachel must choose between a hunky young guy, Tag, or an experienced and well-qualified woman, to hire as her executive assistant. Joey is offered the part of Dr. Stryker Ramoray, the twin of his old character Dr. Drake Ramoray, on Days of Our Lives but is offended when he is asked to audition. However, when Mac and C.H.E.E.S.E. is cancelled, Joey finds himself crawling back to the producers. Monica, Chandler, and Ross  all reveal secrets about each other. Monica tells Phoebe's secret of an employee getting fired. Chandler reveals about his trip to Disneyland where Ross ended up ill on a ride after eating road-side tacos. Ross tells Monica about an Atlantic City trip where Chandler accidentally kissed a guy. Fat Monica ate her macaroni diorama. Ross kissed a cleaning lady.",4,7
"Chandler is unable to photograph well for his and Monica's engagement photo. Joey teaches Tag how to pick up women, much to Rachel's annoyance. Ross and Phoebe date a couple who are divorcing.",5,7
"Joey and Ross accidentally take a nap together and, much to their dismay, find that they like it. Phoebe and Rachel compete to be Monica's maid of honor. Meanwhile, Chandler's breakup with a past girlfriend because she was overweight places Monica in doubt about him being committed to their relationship.",6,7
"Ross is excited that his dissertation is in the school library until he learns it is in an isolated aisle where students go to hook up. Rachel and Phoebe believe they have found the perfect girl  for Joey. When Janice invites herself to Chandler and Monica's wedding, they try dissuading her by convincing her Chandler still has feelings for her. Ross tries guarding his dissertation from potential lovers. He meets a woman there who knows his work, and they end up fooling around and getting caught by library staff.",7,7
"Phoebe sneaks a dog into the apartment; Chandler reveals that he hates dogs. Ross becomes obsessed with naming all fifty U.S. states in order to earn his Thanksgiving dinner. After learning Tag broke up with his girlfriend and has nowhere to go for Thanksgiving, Rachel invites him to Monica and Chandler's apartment. She is hesitant about telling Tag her true feelings for him.",8,7
"Monica's plan to get to know her neighbors backfires when she is overworked. Phoebe finally gets her first bicycle, thanks to Ross, but has never learned to ride a bike. Rachel and Tag's relationship is nearly discovered at Ralph Lauren.",9,7
"Ross wants to introduce Ben, who is half-Jewish, to Hanukkah, though Ben loves Christmas. Phoebe and Rachel's apartment has been repaired, but  Phoebe fears Rachel prefers living at Joey's. To prevent this, she presents Joey with various gifts – a spider that scares Joey more than Rachel and a drum kit that annoys Monica. Ross dresses up as the ""Holiday Armadillo"" to excite Ben excite Hanukkah. In 2019, The Herald-Dispatch called it the third best Christmas TV episode of all time.[3]",10,7
"Rachel and Chandler get hooked on the home-delivered cheesecakes meant for another tenant. David, Phoebe's Scientist Guy, who is in town for just one night, wants to have dinner. Phoebe already has plans with Joey, then has to decide whether to blow him off, after criticizing him for having done it to her. Monica is upset that her cousin, Frannie, with whom she was close, did not invite her to her wedding. Monica goes anyway, only to discover that Frannie married Stuart, who once slept with Monica.",11,7
"Everyone is awake for the entire night after the friends try to see a comet from the rooftop. After, Monica and Chandler are later unable to sleep. Rachel and Tag go to the office to search for a business file that Rachel claims Tag misplaced. Joey and Ross try escape the roof after getting stuck there. Phoebe's smoke detector goes off and will not stop beeping, leading to a run-in with a firefighter.",12,7
"Rachel and Chandler both think they broke Rosita, Joey's recliner. Rachel goes with Joey to buy a new one, while Chandler secretly swaps his recliner with Joey's. Joey believes Rosita has been ""healed,"" so Rachel keeps the luxurious new La-Z-Boy for herself  from committing suicide.",13,7
"Rachel frets over turning 30, prompting everyone else to remember what they did when they reached the same milestone. After realizing that Tag is too young and immature, she breaks up with him.Note: In episode 3.10 “The One Where Rachel Quits”, set in December 1996, Chandler says Rachel is 28 and so she should turn 33 in this episode, set in early 2001. Moreover, it is previously said  that Rachel was born on May 5th and not in the wintertime.",14,7
"Joey's Days of our Lives character has a female character's brain transplanted into his body, and tells the actress playing her, Cecilia Monroe  by accident. Joey uses his charm, he and Cecilia work to maintain the character's legacy, then sleep together. Ross cooks up a special surprise for the wedding: dreadful bagpipe playing. Meanwhile, after finding a cute guy's phone, Phoebe and Rachel compete over who gets to keep it to start 'a fairytale for the digital age'. Later, an elderly gentleman claims the phone, and Phoebe happily goes to dinner with him, finding him more attractive than the young man whose phone they believed it was.Note: Matt LeBlanc was nervous about performing with Susan Sarandon. Similarly, Kevin Bright was cautious about directing, as Tim Robbins, Sarandon's partner at the time, attended the studio recording.",15,7
"Rachel teaches Ben practical jokes, which angers Ross. However, Ross gets back at Rachel when he and Ben pull their own prank on her. Chandler learns that Monica was actually planning on sleeping with Joey the night they first got together, making Chandler paranoid that she would leave him for Joey. Joey becomes ordained over the Internet in preparation to officiate Monica and Chandler's wedding.",16,7
Monica beats another bride-to-be in a fight over a discounted wedding dress; however she is forced to relinquish her prize after the other bride-to-be books Chandler's favorite band on the same day as her wedding as ransom for the dress. Joey and Ross meet a girl  then go to drastic measures to win her.,17,7
"Joey proves to be a sore loser after being nominated for a ""Soapie"" award. When he accepts a different award on behalf of a co-star, he is unwilling to hand it over, later keeping it when the actress considers it insignificant. A male student angles for a higher test grade by claiming he loves Ross. Another student reveals that the guy actually is straight, and has used the same ploy on other professors. Ross then gives the student a failing grade, but ends up giving him a ""C"" after some of Ross' colleagues overhear a conversation sounding like Ross and the student dated.",18,7
"Ross and Monica's gorgeous cousin, Cassie, Upon finding out he lied about his 'downstairs' area, Monica tries to fix it so he can still get the part, using a variety of methods including Silly Putty and cold cuts.Note: The sub-plot where Joey auditions for the role of an uncircumcised man was originally written for The One with Barry and Mindy's Wedding but the story was changed on the advice of network censors, who thought it was tasteless.[4][page needed]",19,7
"Rachel runs into Melissa, a former sorority sister with whom she once had a passionate kiss. However, Melissa denies it ever happened. Phoebe disbelieves Rachel capable of that, so Rachel recreates the kiss with surprising results: Melissa does remember and has feelings for Rachel. Meanwhile Chandler is excited when he rents the same tuxedo that Pierce Brosnan wore as James Bond, but feels outdone when Ross claims to have tried on the same tux Val Kilmer wore in Batman Forever.",20,7
Chandler and Monica struggle to write their wedding vows. The group remembers Monica and Chandler journey over the past few years via flashbacks.Note: This is the lowest rated episode in the series with only 15.65 million viewers.,21,7
Chandler tries to reconcile with his estranged gay father  flirtatious attempts.,22,7
Joey gets a part in a movie and learns the art of enunciation  that the pregnancy test was Rachel's.,23,7
"Everybody thinks Monica is pregnant, but her denial quickly shifts the focus to Phoebe, who claims she is pregnant to cover for Rachel, the one who is expecting. When Monica realizes it is Rachel, she and Phoebe have her to take an additional test to confirm it. Phoebe initially says the new test is ""negative"" causing Rachel to be sad and disappointed by the different result. Phoebe then says it is positive and that Rachel now knows how she truly feels about having a baby. Chandler surprises Monica by having taken dance lessons for their wedding reception, but his slippery shoes leave him with two left feet. Joey tries to impress Mrs. Bing's date, a Broadway director. Ross meets a beautiful woman named Mona at the reception. He switches his seating number to her table, but mixing up the number, he ends up at the children's, then has to dance with the little girls, which impresses Mona.Note: This episode is dedicated to ""The people of New York City"" in remembrance of the September 11 attacks.",1,8
"Rachel refuses to reveal who the baby's father is until after she tells him. Joey tells Monica and Phoebe about an unknown guy who slept with Rachel a few weeks earlier and who left a red sweater behind. Phoebe thinks it is Tag Jones' sweater and arranges a meeting between him and Rachel. Ross and Chandler attempt to recreate the wedding reception pictures, after Chandler loses the disposable cameras. Monica opens all the wedding presents without waiting for Chandler. Monica, Joey, and Phoebe learn that Tag is not the father of Rachel's baby. As they are still pondering the mystery, Ross arrives and retrieves his ""lost"" red sweater, unaware of its significance.",2,8
"Chandler and Monica are about to leave for their honeymoon as Rachel prepares to tell Ross they are having a baby. Phoebe and Joey try to get into Monica and Chandler's apartment by telling Mr. Treeger there is a gas leak. However, Treeger, who could not find the spare key, instead calls firefighters who break down the door.Note: There was a subplot of Chandler and Monica's honeymoon that was filmed but ultimately never aired. It involved Chandler joking about bombs while about to board the plane, leading Airport security to take it as a real threat and interrogating him and Monica. They are eventually determined not to be a threat, but shortly after being release, Joey calls Monica and pretends there is a gas leak in their apartment to cover for the already broken door. When Joey asked about being charged for the damaged door, she sarcastically replied, ""No, I want you to stand there and wait for the entire place to blow up!"", causing the authorities to re-interrogate the couple. Following 9/11, the writers felt the humor of this subplot was off color and quickly replaced it with another story about Chandler and Monica becoming jealous over another newlywed couple who got free perks by arriving just before they did. The cut scenes from this episode were later shown as a special feature on the 2004 UK version of the DVDs.",3,8
"Ross and Rachel argue over who initiated their sexual encounter that led to Rachel's pregnancy. Everyone is positive Ross was the instigator, but Ross claims it was Rachel. To prove it, he reveals how he accidentally videotaped their encounter; while he was videotaping himself practicing giving a speech, Rachel arrived. Everyone watches the tape that shows Rachel used Joey's contrived, ""Backpacking in western Europe that leads to having sex,"" story as a come-on to Ross. Monica and Chandler look forward to socializing with another newlywed couple they met on their honeymoon, only to discover the couple has blown them off with a fake phone number.",4,8
"Phoebe dates a guy who works for Monica, causing a problem when Phoebe wants to dump him on the same day Monica plans to fire him. Chandler's co-worker thinks his name is Toby. Rachel goes on a date with Joey's costar, despite being pregnant, and much to Ross' annoyance.Note: This episode is dedicated to the memory of Richard Cox, Sr., father of Courteney Cox.",5,8
"At Monica and Chandler's Halloween party, Phoebe runs into her sister's fiance, Eric, Phoebe becomes attracted to him as they bond over Ursula's lies and bad behavior. Ross and Chandler arm wrestle ineffectually. Ross laments that his goofy ""Spudnik"" outfit makes him look like feces. Rachel, feeling maternal, asks to hand out the candy to trick-or-treaters, only to realize she is less maternal as she thought.",6,8
"Chandler hires a maid to help Monica, but she soon suspects the maid is stealing her clothes. After getting Chandler to inspect a pair of jeans she is wearing that she thinks are hers, Rachel returns Monica's borrowed clothes. The maid quits, believing Chandler is a pervert. Eric wants to date Phoebe, but he is too reminded of Ursula. Ross attempts to secure the apartment of a dying Dutch woman for Rachel, while Joey wants Rachel to continue living with him.",7,8
"Rachel has dinner with her dad to tell him she is pregnant, but intimidated by him, she lies and says Ross is un-supportive. Dr. Green then threatens Ross which nearly ruins his budding romance with Mona. Meanwhile Monica hires a stripper for Chandler who never got to have a bachelor party, unaware the woman is actually a hooker.",8,8
"Monica invites a high school friend, Will  started a rumor during their senior year about Rachel having both male and female ""reproductive parts"". Joey tries protecting the Tribbiani ""family legacy"" by eating an entire turkey. Chandler and Phoebe sit on the couch, watching a game to avoid helping Monica with the dinner clean up.",9,8
"Chandler disapproves when Monica buys expensive boots but she promises to wear them all the time. She is then afraid to tell him how much they hurt her feet. Joey's youngest sister, Dina  and get tickets to Sting's concert.Note: In this episode, Ross tells Phoebe Ben is seven. However this episode is set in December 2001, and as Ben was born in May 1995, Ben would only be six.",10,8
"Ross is uncomfortable when Mona wants to send out joint Christmas cards and wants to have ""the talk"". Chandler tries to get out of spending time with his boss. Rachel's pregnancy hormones leave her ""erotically charged"", or as Phoebe calls it, the “Evander Holyfield” phase.",11,8
"Rachel is sad she can no longer date due to her pregnancy. Joey takes her out to cheer her up, but he develops a crush on her, something that scares him. Monica and Chandler get a Ms. Pac-Man arcade game from Phoebe as a late wedding present. After Phoebe hogs the game, Chandler becomes a pro by repeatedly playing and putting swear words as his initials. Monica wants them removed as Ben will be coming over to play on it. After Ross gets to teach an advanced class, he struggles to get to get there on time.",12,8
"Chandler's dislikes bubble baths but Monica sways him and he soon becomes addicted. Phoebe, who thinks Joey has a crush on her, is shocked that he actually likes Rachel; Ross and Rachel debate over potential baby names and learn the baby's sex.",13,8
"Chandler becomes obsessed with finding out what is inside Monica's locked closet. Phoebe feels betrayed when she discovers Monica has been using a different massage therapist. Ross feels left out after missing their baby's first kick especially when Joey is mistaken for the father. Joey, feeling bad about the situation, suggests that Rachel should move in with Ross even though he wans Rachel to live with him.",14,8
"Phoebe gives a birthing video to Rachel. Chandler, mistaking the tape for porn, watches it and is horrified after watching it with Monica, which kills the mood for Valentine's Day. Ross struggles to tell Mona that Rachel is now living with him; she breaks up with him over his dishonesty. Joey is depressed so Phoebe lends him a dog to cheer him up. However Joey ends up affecting the dog with his depression. In the end, he tells Ross about his feelings for Rachel.",15,8
"Ross, shocked at Joey's declaration, avoids him, but eventually convinces him to tell Rachel. Joey confesses his love for Rachel, but Rachel politely and lovingly turns him down. Phoebe is convinced that a British man called Don is Monica's soulmate.",16,8
"Phoebe determines through tea leaves that she will soon meet the man of her dreams. This leads to a disastrous date with a disturbing man, then a pleasant meeting with a charming one at the dry cleaners. Rachel invents a crazy work problem to reduce the awkwardness of hanging out with Joey since his confession about his feelings for her. Ross tries to retrieve his 'faded salmon' shirt from Mona's apartment.Note: In spite of the 9/11 attacks having occurred the prior September, a brief shot of the Twin Towers is visible approximately six minutes into the episode.",17,8
"Monica botches an attempt at giving a heartfelt speech for her parents' 35th anniversary party. Phoebe dates Parker, who is overly-enthusiastic about everything which ultimately annoys the entire group, including herself. Ross and Rachel have to pretend they are married while at the Geller's anniversary party; Ross' ""wedding toast"" stirs feelings in Rachel.",18,8
"Joey prepares for an interview with Soap Opera Digest, although he's afraid of saying something stupid that may jeopardize his career.  Joey enlists his friends to make sure things go well. This is the fourth of Friends' six clip shows.",19,8
"Phoebe and Monica prepare for Rachel's baby shower and forget to invite Rachel's mother. During the shower, Monica tries desperately to seek forgiveness from Sandra, but to no avail. Rachel realizes she has no idea how to look after the baby after the birth, so her mother insists on staying with her for eight weeks, much to her and Ross' annoyance. Monica eventually gives Rachel the confidence to be a mom and lets Sandra know she's furious at her spitefulness. Joey auditions for a job as a host for a new game show called ""Bamboozled"" that makes absolutely no sense, and Chandler and Ross help him practice.",20,8
"Monica's cooking skills get a bad review in The Post. After confronting the critic who wrote it, she decides to join a cooking class, with Joey in tow. Rachel gets jealous when Ross meets a girl who flirts with him at the baby department store. Phoebe helps Chandler prepare for an interview by stopping his natural instinct to make immature jokes.",21,8
"Joey invites Chandler to his movie's premiere but Chandler falls asleep during it. Rachel is very frustrated with the fact that she's eight days late, and will try anything to induce labor, which leads to a bet between Monica and Phoebe.",22,8
"Ross and Rachel arrive at the hospital. Judy Geller gives Ross her mother's engagement ring to propose to Rachel with. Monica and Chandler decide to have a baby. After twenty one hours of labor, Rachel has her and Ross' baby, Emma as ""River Of Tears"" by Eric Clapton plays in the background. Joey finds Ross' engagement ring. Rachel thinks he's proposing and says ""Okay"". Monica and Chandler try for a baby in the hospital.",23,8
"After Rachel mistakenly thinks Joey proposed, he tries to explain that it was a misunderstanding, but has difficulty finding opportune moment. Meanwhile, Monica and Chandler continue trying for a baby, while Ross, unaware that Joey has proposed to Rachel, plans to ask her if she wants to resume their relationship.",1,9
"Rachel is unable to get Emma to stop crying after waking her. Chandler falls asleep at a staff meeting and upon waking, accidentally agrees to relocate to Tulsa. Meanwhile, Joey and Ross end up in the hospital after Ross, still angry at Joey for proposing to Rachel, attempted to slug Joey, missing him and hitting the coffeehouse pole instead.",2,9
"Monica is offered a great job in New York City resulting in Chandler, unable to get out of moving to Tulsa, is forced to commute back and forth between the two cities. Phoebe and Joey set each other up on blind dates. Joey finds a complete stranger named Mike  for Phoebe's date. Rachel's pediatrician, Dr. Weiner, drops her due to her obsessive phones calls. She then takes Emma to Dr. Gettleman, Ross and Monica's pediatrician as children, but learns that Ross is still his patient.",3,9
"Monica visits Chandler in Tulsa, surprising him while he is watching porn in his hotel room. In a panic, he switches on a shark documentary, leading Monica to believe that sea creatures turn him on. Joey thinks he's already slept with the girl he's dating. Phoebe fears losing Mike, after Ross tells him she has never had a long-term relationship. To make amends, Ross talks to Mike, but makes up a story that Phoebe had a six-year long relationship with some East Indian guy named, Vikram.",4,9
"The gang is celebrating Phoebe's birthday at a fancy restaurant, but only she and Joey are on time: Monica and Chandler argue about his smoking again; Ross and Rachel get locked outside their apartment with Emma inside. When everyone finally makes it to the diner, Phoebe then leaves to meet Mike when he finishes work early. Only Joey stays to eat everyone's dinners.",5,9
"Ross and Rachel hire a male nanny, running 31:56. This is also the 200th episode.",6,9
"Rachel is jealous that Ross can make Emma laugh by singing ""Baby Got Back"". Phoebe meets Mike's affluent parents and tries impressing them with a snobbish accent. Chandler and Joey find a videotape in Richard's apartment with Monica's name on it.",7,9
"Rachel's sister Amy  unexpectedly shows up for Thanksgiving Dinner. Her arrival prompts a big fight over Emma's custody if, hypothetically, Rachel and Ross passed away, though they have already chosen Monica and Chandler. Amy asks if she would get the baby if Monica also died; in that event, Ross and Rachel have also decided that Emma would go to Ross' parents, upsetting Chandler, who believes that Ross and Rachel do not trust him. Meanwhile, Monica obsesses over her expensive china plates, and Phoebe coaches Joey on how to lie after Joey forgets to go to the Thanksgiving parade for Days of Our Lives.",8,9
"On a girls night out with Phoebe, Rachel gives a guy her phone number, but instantly regrets it after realizing she would need to move on from Ross. Joey thinks Monica is having an affair when Chandler claims he needs to work, as he does not want to lie to Joey about wanting to spend time with Monica, rather than going to a game with him. While Phoebe and Rachel are out, Ross invites Mike to hang out, but as Mike doesn't want to talk about his divorce and Ross hasn't got his keyboards with him, they realize they have little in common.",9,9
"Chandler, stuck in Tulsa on Christmas Eve, is alarmed when a female co-worker Wendy, makes a pass at him. Having had enough, he quits his job and makes it home to Monica and his friends in time for Christmas. This story serves as a framing device for the fifth of Friends' six clip shows.",10,9
"Rachel returns from maternity leave early when she fears the temp Ralph Lauren hired as her replacement, might have the job permanently. Meanwhile, Phoebe works as an extra on Days of our Lives.Special Guest: Phill Lewis & Dermot Mulroney",11,9
"Phoebe adopts an orphaned rat family. Ross and Rachel hire a new nanny – Molly, but Ross becomes concerned when Joey starts hitting on her. He is relieved to discover Molly is a lesbian, but Joey is more encouraged. Rachel continues quarreling with Gavin, but at her birthday party, kisses him on Monica and Chandler's balcony. Unbeknownst to her, Ross, caring for Emma, is shocked at seeing this. Guest Stars: Dermot Mulroney as Gavin",12,9
"Phoebe urges Monica to sing at Mike's piano bar. The audience loves her but only because the spotlight reveals she is not wearing a bra under her see-through blouse. Meanwhile, an angry paranoid Ross is thinking Rachel is moving on 'without the courtesy of telling', the tries finding a date. Rachel, wanting to talk with Ross, realizes their arrangement is not working and moves back in with Joey, taking Emma with her.",13,9
"To get Ross and Rachel to realize they are perfect for each other, Phoebe and Joey set them up on bad blind dates. Monica and Chandler babysit Emma.Guest starring Sam Pancake as the waiter. Jon Lovitz as Steve.",14,9
"Phoebe and Ross get mugged by one of Phoebe's old friends from the street, but must go to painful extremes to get the part.Special Guest: Phill Lewis",15,9
"Chandler and Monica separately ask Joey for a loan. When Chandler discoverss Monica asked Joey for money, saying Bings never ask for money, Joey claims Monica needed the cash for a boob job. Rachel tries to baby-proof the apartment by herself but realizes she cannot. Mike tells Phoebe that he never wants to marry again, which leads Phoebe to question if they should live together.",16,9
"Ross and Chandler post false information about each other on their college's alumni website, resulting in Chandler posted as being gay while Ross is dead. Meanwhile Joey and Emma fight over Joey's 'bedtime penguin pal' Hugsy. Phoebe asks Monica to help her get over Mike.",17,9
"The gang buys lottery tickets and fight over how to divide them up. Chandler waits for a job offer at the advertising agency, while Rachel and Ross anticipate Emma's first word.Special Guest: Phill Lewis",18,9
"After seeing him practice and then film a scene from Days of Our Lives, Rachel develops feelings for Joey. Phoebe performs at Monica's restaurant, much to Monica's dismay. Chandler plans a weekend away in Vermont with Monica, but has to take Ross instead.",19,9
"While Rachel is in the same position as Joey was a year ago, Joey holds a Days of our Lives cast party, but does not want any of his friends to attend. Ross gets a crush on another professor, Charlie, who has only ever dated ""Nobel Prize"" winners. He and Rachel catch her and Joey kissing at the party.Guest star: Alex Borstein",20,9
"Chandler and Monica undergo fertility testing and are surprised to encounter Janice. Rachel makes an appointment at a massage place, Phoebe tells her the place is horrible and rips up Rachel's certificate. Rachel tapes the certificate back together and goes to the massage place against Phoebe's wishes, but she doesn't know that Phoebe actually works there. Joey needs help advancing in his relationship with Charlie, and turns to Ross for advice.Guest star: Maggie Wheeler",21,9
"After learning they are reproductively incompatible, Chandler and Monica search for a sperm donor. After interviewing a suitable potential candidate, they decide to adopt instead. Phoebe realizes Rachel's feelings for Joey when she and Rachel take Charlie shopping, and Rachel fears Charlie heard that she likes Joey. While getting ready to go to Mike's sister's party, Phoebe meets David, the scientist guy, again. Ross has an interview for a conference in Barbados. Hank Azaria and John Stamos guest star.",22,9
"The gang goes to Barbados for Ross' conference. David, Phoebe's Scientist Guy, almost proposes to her – but her ex-boyfriend, Mike proposes first. Ross and Charlie find they have a lot in common. Rachel and Joey grow closer. Monica's hair reacts to the humidity. Joey and Charlie break up when he realizes they have little in common. He later sees Charlie and Ross kissing, and he kisses Rachel. Monica and Mike play ping-pong to both Chandler and Phoebe's displeasure.",23,9
"Rachel and Joey decide to talk to Ross about their relationship, while Ross tries to talk to Joey about his relationship with Charlie. Ross confesses his relationship to Joey but Joey chickens out.  Ross later walks in on Rachel and Joey kissing. Monica has her hair done in cornrows to get rid of her frizzy hair but Chandler hates it.  Monica finally comes around to Chandler's way of thinking when she gets her hair caught on the shower curtain. Phoebe finds out that Mike has been seeing a woman named Precious  for the past few months and now needs to break up with her. Phoebe waits for Mike to return from his break-up but finds herself breaking up for him when Precious shows up at Mike's apartment.Note: Originally aired as a 48-minute episode.",1,10
Monica and Chandler are having a lot of trouble figuring out the adoption process so Phoebe sends them to a couple who have adopted.  Monica and Chandler meet them and Monica instantly gets along with the woman  and the triplets. The kids are driving Frank Jr. crazy and he offers Phoebe one of them. He comes to the realization that he could not possibly give up any of the children so Phoebe offers to babysit so Frank Jr. and Alice will have more time to relax. The episode ends with Chandler accidentally revealing to the triplets that Phoebe gave birth to them.,2,10
"After Ross sees Monica's tan, he decides to get a spray-on tan. After hearing seemingly straight-forward instructions, he gets confused and accidentally gets a double dose on the front of his body and nothing on his back.  Through a series of mishaps he gets more spray tan on his front until he is incredibly dark. Rachel and Joey attempt to take their relationship to the next level but Rachel keeps accidentally slapping Joey, while Joey can’t get Rachel out of her clothes. Joey and Rachel ultimately decide to stay friends. Monica and Phoebe try to ""cut out"" an obnoxious old friend from the building when she visits from England, This brings up memories of the time when Phoebe tried to “cut out” Monica many years before.",3,10
"Ross and Rachel throw a birthday party for Emma and desperately want everyone to be there for it.  Everyone has prior commitments: Chandler and Monica have a romantic weekend planned, Phoebe has a client, and Joey has an audition. Ross' parents show up and the group begins celebrating.  Rachel soon realizes the cake is not a bunny, as planned, but an erotic cake with her daughter's picture on it.  She goes off to get it fixed but Ross needs to go get her.  Phoebe, Joey, Chandler and Monica battle to see who can leave with Monica and Chandler being left behind.  Luckily everyone gets back before Rachel and Ross and Emma's birthday is celebrated just as Rachel envisioned.",4,10
"Rachel's sister Amy,  He finally re-drafts the letter but gives the handwritten letter to the agency before Monica and Chandler can approve it.  The agency thinks a child has written the letter and love it.Note: Originally aired as a 43-minute episode.",5,10
"Ross applies for a paleontology grant – and finds out Charlie's ex-boyfriend – Benjamin Hobart  reviews the applications. Ross and Charlie have dinner with him and it becomes obvious, Benjamin still has feelings for her. During the interview, Benjamin sabotages Ross' application by not asking him any paleontological questions. Ross is upset so he informs Charlie and Charlie doesn't believe him. Benjamin confesses his feelings to Charlie and his ploy to get her back. Charlie reveals she still has feelings for Benjamin and breaks up with Ross. Phoebe is getting rid of things so Mike can move in but is sad to part with her disturbing artwork, Gladys. Monica pretends to like it but secretly hates it.  Phoebe gives it to her but Monica and Rachel fight over who should have it since Phoebe thinks they both want it. She makes another even more disturbing artwork Glynnis which Monica keeps while Rachel keeps Gladys. Joey wants Chandler to get him a job in a commercial Chandler is working on but Chandler doesn't think he's right for the part. Chandler lies to Joey, but Joey realises when Chandler doesn’t comment on the bizarre Japanese male lipstick commercial from his audition tape. Chandler makes it up to Joey by wearing the lipstick from the commercial.",6,10
Monica and Chandler are worried about the adoption agency interviewer when they learn Joey slept with her and never called her back.  They keep assuring her they are not friends with Joey.  Joey climbs up the fire escape to check on Chandler and Monica when they won't open the door.  Joey pretends he was heartbroken since the interviewer never called him and successfully convinces her of that idea. Phoebe and Mike are hesitant to spend such a large amount of money on their wedding and agree to marry at City Hall with the money donated to charity.  They have a change of heart and take the money back but then are guilt-ridden.  Eventually the charity rejects their donation and tells them to have a good wedding. Ross tries to help Rachel get over her fear of swings while she helps him get over his fear of spiders.,7,10
"Monica and Chandler decide not to host Thanksgiving but Phoebe convinces them to by appealing to Monica's competitive nature. Chandler helps out for the first time by making Cranberry sauce and surprisingly, Monica lets him. Rachel and Phoebe enter Emma in a beauty pageant and win while Ross and Joey go to a Rangers game and as a result all four are nearly an hour late. Angry that nobody turned up on time when they didn't want to host the meal to begin with, Monica and Chandler lock the door and refuse to let anyone in. Everyone manages to get their heads in the door but no further due to the chain being bolted, and eventually Joey gets stuck and is sent flying into the food when the door breaks. However the argument is forgotten when Monica and Chandler get a call telling them a girl from Ohio has picked them to adopt her baby and everyone sits down for a belated Thanksgiving.",8,10
"Monica and Chandler fly to Ohio to meet the birth mother, Erica  but has problems on the date when she keeps eating off of his plate. Rachel and Phoebe take Ross shopping for clothes but Rachel and Ross' bags get switched.  Ross doesn't realize he's wearing a woman's sweater and is incredibly comfortable in it, only to go on a date with a woman which comes to a very quick end when she wears the same garment.",9,10
"Rachel and Phoebe see Chandler getting into a car with another woman.  He dodges their questions by pretending to be at work but they follow him to the suburbs and find them entering a house.  They believe he is cheating on Monica and tell Ross and Joey.  The four of them tell Monica but Monica doesn't react the way they thought she would.  It soon comes out they are looking to buy a house in the suburbs to raise their family, The group tries to convince them to stay in the city while reminiscing about the past few years.  In the end Monica and Chandler get the house and tell everyone they are moving right after giving them gifts.",10,10
"Monica and Rachel throw Phoebe a bachelorette party but Phoebe is disappointed there is no stripper.  Rachel and Monica hire a male stripper  at a party.  At the same party, Monica and Rachel were visiting and Chandler made-out with Rachel to get back at Ross. Ross is upset because this is also the night of the first kiss between him and Rachel but later finds out he actually kissed Monica.  Joey is a guest star on the television game show Pyramid and does horribly. Joey nearly redeems himself in the final round but messes up on the final question, which costs him the game.Note: Originally aired as a 42-minute episode. Guest stars Ellen Pompeo and Donny Osmond",11,10
"Phoebe's wedding to Mike is nearly upon the gang, and wedding planner Monica is going overboard, much to everyone's irritation. Eventually it gets too much for Phoebe who fires her intending to do the job herself. Meanwhile Phoebe has also asked Joey to give her away, causing him to give Mike more than a few warnings about Phoebe's welfare. Ross and Chandler also find they're not part of the wedding party but compete when one of Mike's groomsmen drops out and he offers to let one of them fill the position. A freak blizzard hits New York and it becomes obvious the wedding will have to be postponed, but Phoebe and Mike decide to get married outside with a still-ordained Joey acting as minister and Phoebe rehires Monica knowing she can pull it all off in time. Mike tells Ross and Chandler that he's decided to allow his family dog to fill in the vacant groomsman position but still needs one of them to walk the dog down the aisle and Chandler's fear of dogs allows Ross to fill the role only while Chandler fills in for Joey giving Phoebe away. In the end, everything works out and Phoebe has the wedding of her dreams in the snow-filled street outside Central Perk.Note: Originally aired as a 42-minute episode.",12,10
"Phoebe tries to teach Joey how to speak French for a play. Rachel's dad has a heart attack, so she goes to Long Island, accompanied by Ross, to visit him, which leads Rachel to want sympathy sex with Ross, but he turns her down since he thinks it's not a good idea. Rachel, the next morning, becomes mad at Ross because of this and he says they should never have sex again, saying it's ""off the table"". Back in the city, Rachel again thanks Ross for coming with her and the two comment about their history of sleeping together. Rachel says for her and Ross, it's ""never off the table"", confusing him and he leaves. Meanwhile, Erica, the birth mother, comes for a visit and reveals that the father of her baby may be a shovel killer, which is not the case as the father is another guy she slept with.",13,10
"Rachel has an interview in a restaurant for Gucci however her boss from Ralph Lauren catches her when he ends up at the next table and she ends up fired, with her erratic behaviour in front of the Gucci representative  who makes him realize he needs to let them go.",14,10
